CustomerID	OrderID	Date	OrderTotal	ProductName	Price
8091	7742581	2021-07-26 14:40:10.783	95.0000	Z03	90.0000
902139	7742778	2021-08-08 05:01:21.120	60.0000	0844 A/C	60.0000
2300266	7742593	2021-07-27 11:00:16.020	185.0000	M07	90.0000
2300266	7742593	2021-07-27 11:00:16.020	185.0000	M09	90.0000
5173013	7742609	2021-07-28 14:26:13.930	165.0000	324	160.0000
5370671	7742618	2021-07-28 15:59:23.153	255.0000	F06	125.0000
5370671	7742618	2021-07-28 15:59:23.153	255.0000	F08	125.0000
703804	7742619	2021-07-28 15:59:53.560	235.0000	1912	225.0000
5173438	7742673	2021-08-02 11:50:07.360	105.0000	737	100.0000
5100595	7742681	2021-08-02 12:52:26.117	0.0000	Vendor ID Card	10.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3838	0.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3838	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3838	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3839	10.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3839	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3839	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3840	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3840	70.0000
5100595	7742682	2021-08-02 12:54:13.663	500.0000	3840	70.0000
22445	7742697	2021-08-03 10:08:09.250	0.0000	RR01	120.0000
22445	7742697	2021-08-03 10:08:09.250	0.0000	RR02	120.0000
8091	7791028	2021-12-20 10:28:25.920	10.0000	Vendor ID Card	10.0000
8091	7791029	2021-12-20 10:28:58.240	97.0000	Z03	90.0000
5415325	7791038	2021-12-20 16:10:59.700	232.0000	744	100.0000
5415325	7791038	2021-12-20 16:10:59.700	232.0000	602	125.0000
4302023	7791039	2021-12-20 16:20:52.460	260.0000	102	250.0000
1907770	7791040	2021-12-20 18:28:46.107	260.0000	RR03	250.0000
5370110	7791044	2021-12-20 18:38:48.107	260.0000	125	250.0000
5701	7742733	2021-08-05 11:39:37.370	0.0000	R13	180.0000
5701	7742734	2021-08-05 11:40:35.670	0.0000	RR07	120.0000
5173856	7742750	2021-08-06 13:02:58.030	215.0000	3827	70.0000
5173856	7742750	2021-08-06 13:02:58.030	215.0000	3827	70.0000
5173856	7742750	2021-08-06 13:02:58.030	215.0000	3827	70.0000
5173856	7742751	2021-08-06 13:05:35.160	210.0000	3828	70.0000
5173856	7742751	2021-08-06 13:05:35.160	210.0000	3828	70.0000
5173856	7742751	2021-08-06 13:05:35.160	210.0000	3828	70.0000
5100779	7742756	2021-08-06 15:33:47.553	75.0000	3315	70.0000
5701	7742841	2021-08-08 07:17:41.470	120.0000	RR06	120.0000
4302023	7401172	2017-11-02 14:01:55.030	65.0000	713	60.0000
900635	7401812	2017-11-12 13:57:09.413	90.0000	VV03	90.0000
1901506	7401813	2017-11-12 13:58:36.497	200.0000	982	200.0000
1905380	7401875	2017-11-12 15:28:33.660	120.0000	120	120.0000
5076	7401891	2017-11-13 10:22:54.677	245.0000	GG27	120.0000
5076	7401891	2017-11-13 10:22:54.677	245.0000	GG28	120.0000
5076	7401892	2017-11-13 10:23:33.393	10.0000	Vendor ID Card	10.0000
1500181	7401908	2017-11-13 10:38:21.610	95.0000	L14	90.0000
6192	7402476	2017-12-10 06:23:48.490	360.0000	235	120.0000
6192	7402476	2017-12-10 06:23:48.490	360.0000	235	120.0000
6192	7402476	2017-12-10 06:23:48.490	360.0000	235	120.0000
3500018	7402511	2017-12-10 08:25:52.140	240.0000	8033	120.0000
3500018	7402511	2017-12-10 08:25:52.140	240.0000	8033	120.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3215	70.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3165	80.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3214	80.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3215	70.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3165	80.0000
1902406	7402518	2017-12-10 08:38:48.347	460.0000	3214	80.0000
5901	7402520	2017-12-10 08:41:08.777	210.0000	L13	90.0000
5901	7402520	2017-12-10 08:41:08.777	210.0000	L15	120.0000
4300371	7402532	2017-12-10 09:13:23.840	120.0000	133	120.0000
5701	7402533	2017-12-10 09:15:09.410	120.0000	RR07	120.0000
5808	7401919	2017-11-13 10:54:33.373	95.0000	H09	90.0000
22445	7401922	2017-11-13 10:58:40.713	245.0000	RR02	120.0000
22445	7401922	2017-11-13 10:58:40.713	245.0000	RR01	120.0000
6196	7401931	2017-11-13 11:07:50.823	10.0000	Vendor ID Card	10.0000
6196	7401930	2017-11-13 11:07:12.287	275.0000	ZZ15	90.0000
6196	7401930	2017-11-13 11:07:12.287	275.0000	ZZ17	90.0000
6196	7401930	2017-11-13 11:07:12.287	275.0000	ZZ16	90.0000
8259	7401935	2017-11-13 11:13:04.273	95.0000	R03	90.0000
11042	7401953	2017-11-13 11:39:24.453	95.0000	N03	90.0000
5424	7401972	2017-11-13 11:55:29.617	175.0000	3167	90.0000
5424	7401972	2017-11-13 11:55:29.617	175.0000	3166	80.0000
4301400	7401981	2017-11-13 12:57:21.633	95.0000	3469	90.0000
4302023	7401999	2017-11-13 16:01:59.713	360.0000	3580	100.0000
4302023	7401999	2017-11-13 16:01:59.713	360.0000	102	250.0000
1907770	7402007	2017-11-14 10:26:21.700	260.0000	RR03	250.0000
8091	7402090	2017-11-20 10:59:58.803	95.0000	Z03	90.0000
4301968	7402104	2017-11-21 12:42:34.207	90.0000	727	85.0000
5100363	7402174	2017-11-28 10:31:35.850	105.0000	3637	100.0000
7639	7402213	2017-11-29 15:07:35.680	285.0000	8145	50.0000
7639	7402213	2017-11-29 15:07:35.680	285.0000	GG39	90.0000
7639	7402213	2017-11-29 15:07:35.680	285.0000	8147	50.0000
7639	7402213	2017-11-29 15:07:35.680	285.0000	GG40	90.0000
6194	7402215	2017-11-30 10:14:13.000	185.0000	HH83	90.0000
6194	7402215	2017-11-30 10:14:13.000	185.0000	HH84	90.0000
1909369	7402335	2017-12-06 08:18:56.327	185.0000	GG11	180.0000
6144	7553548	2019-06-03 12:54:33.260	125.0000	GG14	120.0000
8091	7553564	2019-06-03 15:52:47.460	95.0000	Z03	90.0000
5126060	7553582	2019-06-05 10:02:16.493	185.0000	GG47	180.0000
5901	7553684	2019-06-09 06:34:20.677	210.0000	L13	90.0000
5901	7553684	2019-06-09 06:34:20.677	210.0000	L15	120.0000
4300371	7553707	2019-06-09 07:35:58.017	240.0000	133	120.0000
4300371	7553707	2019-06-09 07:35:58.017	240.0000	133	120.0000
4301198	7553739	2019-06-09 08:54:45.377	75.0000	426	75.0000
5172086	7553694	2019-06-09 06:53:24.710	135.0000	Circle #019	135.0000
20532	7553777	2019-06-09 10:32:57.473	90.0000	J07	90.0000
4300371	7407196	2018-05-13 07:10:19.880	120.0000	133	120.0000
5901	7407204	2018-05-13 07:28:07.240	210.0000	L15	120.0000
5901	7407204	2018-05-13 07:28:07.240	210.0000	L13	90.0000
4301400	7407288	2018-05-13 10:31:40.197	140.0000	3426	70.0000
4301400	7407288	2018-05-13 10:31:40.197	140.0000	3426	70.0000
3500018	7407307	2018-05-13 11:12:26.217	10.0000	Vendor ID Card	10.0000
3500018	7407310	2018-05-13 11:13:40.857	360.0000	8033	120.0000
3500018	7407310	2018-05-13 11:13:40.857	360.0000	8033	120.0000
3500018	7407310	2018-05-13 11:13:40.857	360.0000	8033	120.0000
5710	7407339	2018-05-13 11:45:10.083	160.0000	3113	80.0000
5710	7407339	2018-05-13 11:45:10.083	160.0000	3112	80.0000
5776	7407345	2018-05-13 11:51:26.243	270.0000	ZZ08	90.0000
5776	7407345	2018-05-13 11:51:26.243	270.0000	ZZ09	90.0000
5776	7407345	2018-05-13 11:51:26.243	270.0000	ZZ07	90.0000
20532	7407366	2018-05-13 12:08:40.213	90.0000	J07	90.0000
5365	7407372	2018-05-13 12:14:25.623	90.0000	J10	90.0000
5701	7407374	2018-05-13 12:14:59.700	120.0000	RR07	120.0000
1903426	7407388	2018-05-13 12:30:50.887	120.0000	GG31	120.0000
1905380	7407397	2018-05-13 12:41:28.560	240.0000	228	120.0000
1905380	7407397	2018-05-13 12:41:28.560	240.0000	120	120.0000
1902406	7407423	2018-05-13 13:20:47.933	230.0000	3214	80.0000
1902406	7407423	2018-05-13 13:20:47.933	230.0000	3165	80.0000
1902406	7407423	2018-05-13 13:20:47.933	230.0000	3215	70.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	8147	50.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	GG40	90.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	GG39	90.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	8147	50.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	GG40	90.0000
7639	7407431	2018-05-13 13:27:20.727	560.0000	8145	50.0000
5463	7403392	2018-01-14 09:11:42.140	240.0000	3529	80.0000
5463	7403392	2018-01-14 09:11:42.140	240.0000	3479	80.0000
5463	7403392	2018-01-14 09:11:42.140	240.0000	3479	80.0000
5463	7403393	2018-01-14 09:12:26.340	80.0000	3529	80.0000
11481	7403428	2018-01-14 11:13:12.530	90.0000	VV02	90.0000
1900805	7403474	2018-01-14 12:05:31.620	270.0000	E05	90.0000
1900805	7403474	2018-01-14 12:05:31.620	270.0000	E05	90.0000
1900805	7403474	2018-01-14 12:05:31.620	270.0000	E05	90.0000
903743	7403576	2018-01-14 13:37:30.123	90.0000	M10	90.0000
1903078	7403607	2018-01-14 14:04:40.353	90.0000	3173	90.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	901	100.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3371	80.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	901	100.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	901	100.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3320	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	903	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3320	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	902	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3371	80.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3370	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	903	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3370	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	902	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	903	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	901	100.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3371	80.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	902	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3371	80.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3370	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	902	200.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3369	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3369	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3370	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	3320	70.0000
5464	7403613	2018-01-14 14:22:50.773	2950.0000	903	200.0000
5078	7403638	2018-01-14 14:43:06.600	10.0000	Vendor ID Card	10.0000
7553	7403646	2018-01-14 14:59:30.017	240.0000	GG10	120.0000
7553	7403646	2018-01-14 14:59:30.017	240.0000	GG09	120.0000
4301100	7403657	2018-01-14 15:18:01.893	270.0000	P11	90.0000
4301100	7403657	2018-01-14 15:18:01.893	270.0000	P15	90.0000
4301100	7403657	2018-01-14 15:18:01.893	270.0000	P13	90.0000
5814	7403696	2018-01-15 10:29:25.367	275.0000	Y02	90.0000
5814	7403696	2018-01-15 10:29:25.367	275.0000	X01	90.0000
5814	7403696	2018-01-15 10:29:25.367	275.0000	X02	90.0000
1907259	7403668	2018-01-15 07:27:08.047	120.0000	0869 A/C	60.0000
1907259	7403668	2018-01-15 07:27:08.047	120.0000	0869 A/C	60.0000
5078	7403640	2018-01-14 14:44:18.550	240.0000	8059	120.0000
5078	7403640	2018-01-14 14:44:18.550	240.0000	8057	120.0000
1900588	7403700	2018-01-15 10:36:06.910	125.0000	8045	120.0000
6131	7403723	2018-01-15 12:18:45.020	245.0000	8025	120.0000
6131	7403723	2018-01-15 12:18:45.020	245.0000	RR06	120.0000
5782	7403728	2018-01-15 12:27:44.790	125.0000	F17	120.0000
1905938	7403808	2018-01-19 13:06:38.597	230.0000	2096	225.0000
4301487	7403833	2018-01-23 10:15:08.553	155.0000	323	150.0000
1904400	7403840	2018-01-23 12:09:07.320	65.0000	609	60.0000
5280	7403928	2018-01-30 10:29:28.880	125.0000	8081	120.0000
1907925	7403954	2018-01-31 10:47:10.527	95.0000	3840	90.0000
23898	7403969	2018-01-31 14:31:39.130	215.0000	3060	70.0000
23898	7403969	2018-01-31 14:31:39.130	215.0000	3059	70.0000
23898	7403969	2018-01-31 14:31:39.130	215.0000	3061	70.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	525	100.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	Z07	120.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	525	100.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	Z07	120.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	Z07	120.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	Z07	120.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	525	100.0000
5431	7403984	2018-02-01 15:22:47.063	885.0000	525	100.0000
902503	7404015	2018-02-02 16:11:37.823	105.0000	3845	100.0000
1909700	7404060	2018-02-05 12:41:00.637	115.0000	G06	110.0000
1904400	7404745	2018-02-15 11:39:37.103	65.0000	609	60.0000
5078	7404750	2018-02-15 14:15:20.360	245.0000	8057	120.0000
5078	7404750	2018-02-15 14:15:20.360	245.0000	8059	120.0000
701419	7404758	2018-02-16 11:22:47.213	325.0000	HH27	80.0000
701419	7404758	2018-02-16 11:22:47.213	325.0000	HH26	80.0000
701419	7404758	2018-02-16 11:22:47.213	325.0000	HH27	80.0000
701419	7404758	2018-02-16 11:22:47.213	325.0000	HH26	80.0000
